,opeid,name,state,prog-length,school-type-num,dual-num-2014,dual-denom-2014,drate-2014,prate-2014,ethnic-code,program,dual-num-2013,dual-denom-2013,drate-2013,prate-2013,dual-num-2012,dual-denom-2012,drate-2012,prate-2012,school-type-label,non_default,community-schools
2082,5363,DENMARK TECHNICAL COLLEGE                                        ,SC,5,1,119,653,18.2,A,2,D,260,661,39.3,A,110,404,27.2,A,public,,False
2026,4972,GALVESTON COLLEGE                                                ,TX,5,1,44,205,21.4,A,5,D,50,206,24.2,A,35,161,21.7,A,public,,False
2079,5335,CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY         ,PA,5,1,19,158,12.0,A,5,D,14,127,11.0,A,14,153,9.1,A,public,,False
2073,5313,NORTH CENTRAL STATE COLLEGE                                      ,OH,5,1,181,960,18.8,A,5,D,192,1049,18.3,A,231,1172,19.7,A,public,,False
2071,5309,LAKE AREA TECHNICAL INSTITUTE                                    ,SD,5,1,63,681,9.2,A,5,D,41,663,6.1,A,54,678,7.9,A,public,,False
2070,5306,BATES TECHNICAL COLLEGE                                          ,WA,5,1,78,428,18.2,A,5,D,87,404,21.5,A,63,312,20.1,A,public,,False
2069,5304,CHIPPEWA VALLEY TECHNICAL COLLEGE                                ,WI,5,1,318,2129,14.9,A,5,D,292,2236,13.0,A,271,2196,12.3,A,public,,False
2068,5301,NORTHEAST WISCONSIN TECHNICAL COLLEGE                            ,WI,5,1,468,2460,19.0,P,5,D,382,2426,15.7,P,437,2581,16.9,P,public,,False
2067,5294,WAUKESHA COUNTY TECHNICAL COLLEGE                                ,WI,5,1,281,1574,17.8,A,5,D,248,1638,15.1,A,208,1474,14.1,A,public,,False
2058,5267,NORTHWEST KANSAS TECHNICAL COLLEGE                               ,KS,5,1,17,192,8.8,A,5,D,20,184,10.8,A,24,162,14.8,A,public,,False
2056,5264,FLINT HILLS TECHNICAL COLLEGE                                    ,KS,5,1,51,272,18.7,A,5,D,48,280,17.1,A,48,261,18.3,A,public,,False
2053,5256,WIREGRASS GEORGIA TECHNICAL COLLEGE                              ,GA,5,1,164,572,28.6,P,5,D,64,198,32.3,P,0,0,0.0,P,public,2012,False
1934,4009,MESABI RANGE COLLEGE                                             ,MN,5,1,102,456,22.3,A,5,D,114,508,22.4,A,115,491,23.4,A,public,,False
1933,4007,MADISON AREA TECHNICAL COLLEGE                                   ,WI,5,1,631,3807,16.5,A,5,D,534,3512,15.2,A,534,3541,15.0,A,public,,False
1655,3573,HILL COLLEGE                                                     ,TX,5,1,107,1104,9.6,A,5,D,74,747,9.9,A,81,657,12.3,A,public,,False
1928,3996,YORK TECHNICAL COLLEGE                                           ,SC,5,1,144,715,20.1,A,5,D,114,703,16.2,A,128,630,20.3,A,public,,False
1651,3568,FRANK PHILLIPS COLLEGE                                           ,TX,5,1,39,189,20.6,A,5,D,46,199,23.1,A,60,227,26.4,A,public,,False
1648,3563,DEL MAR COLLEGE                                                  ,TX,5,1,202,1339,15.0,A,3,D,262,1536,17.0,A,271,1596,16.9,A,public,,False
1646,3561,CEDAR VALLEY COLLEGE                                             ,TX,5,1,129,629,20.5,A,5,D,96,495,19.3,A,69,431,16.0,A,public,,False
1644,3558,NORTH CENTRAL TEXAS COLLEGE                                      ,TX,5,1,249,1998,12.4,A,5,D,238,1849,12.8,A,275,1562,17.6,A,public,,False
1641,3554,CLARENDON COLLEGE                                                ,TX,5,1,27,335,8.0,A,5,D,73,413,17.6,A,93,405,22.9,A,public,,False
1640,3553,CISCO COLLEGE                                                    ,TX,5,1,101,621,16.2,A,5,D,133,735,18.0,A,142,754,18.8,A,public,,False
1639,3549,BLINN COLLEGE                                                    ,TX,5,1,471,3524,13.3,A,5,D,600,3829,15.6,A,697,3486,19.9,A,public,,False
4710,42544,ARKANSAS STATE UNIVERSITY - MOUNTAIN HOME                        ,AR,5,1,322,4475,7.1,P,5,D,463,4871,9.5,P,482,4719,10.2,S,public,,False
1633,3540,AMARILLO COLLEGE                                                 ,TX,5,1,215,1401,15.3,P,5,D,295,1500,19.6,P,306,1498,20.4,P,public,,False
1387,3178,SEMINOLE STATE COLLEGE                                           ,OK,5,1,35,307,11.4,A,5,D,45,316,14.2,A,67,345,19.4,A,public,,False
1386,3176,CARL ALBERT STATE COLLEGE                                        ,OK,5,1,58,397,14.6,A,5,D,95,404,23.5,A,80,343,23.3,A,public,,False
1376,3162,NORTHERN OKLAHOMA COLLEGE                                        ,OK,5,1,221,1259,17.5,A,5,D,222,1360,16.3,A,258,1361,18.9,A,public,,False
1374,3160,NORTHEASTERN OKLAHOMA A & M COLLEGE                              ,OK,5,1,192,803,23.9,A,5,D,195,844,23.1,A,152,690,22.0,A,public,,False
1652,3570,GRAYSON  COUNTY COLLEGE                                          ,TX,5,1,230,1166,19.7,A,5,D,205,1189,17.2,A,324,1285,25.2,A,public,,False
1373,3158,MURRAY STATE COLLEGE                                             ,OK,5,1,119,603,19.7,A,5,D,120,654,18.3,A,169,707,23.9,A,public,,False
1368,3153,CONNORS STATE COLLEGE                                            ,OK,5,1,186,745,24.9,A,5,D,167,700,23.8,A,177,719,24.6,A,public,,False
1362,3146,WESTERN OKLAHOMA STATE COLLEGE                                   ,OK,5,1,47,281,16.7,A,5,D,43,285,15.0,A,65,304,21.3,A,public,,False
1296,3007,WILLISTON STATE COLLEGE                                          ,ND,5,1,24,181,13.2,A,5,D,26,197,13.1,A,26,266,9.7,A,public,,False
1293,2996,NORTH DAKOTA STATE COLLEGE OF SCIENCE                            ,ND,5,1,101,968,10.4,A,5,D,102,972,10.4,A,107,956,11.1,A,public,,False
1292,2995,DAKOTA COLLEGE AT BOTTINEAU                                      ,ND,5,1,53,210,25.2,A,5,D,43,264,16.2,A,47,303,15.5,A,public,,False
1288,2991,LAKE REGION STATE COLLEGE                                        ,ND,5,1,40,355,11.2,A,5,D,49,347,14.1,A,47,342,13.7,A,public,,False
1235,2917,COLLEGE OF THE ALBEMARLE                                         ,NC,5,1,21,102,20.5,B,5,D,11,64,17.1,A,5,16,31.2,B,public,,False
1092,2694,KINGSBOROUGH COMMMUNITY COLLEGE/CUNY                             ,NY,5,1,132,986,13.3,A,5,D,143,1119,12.7,A,84,897,9.3,A,public,,False
1071,2660,SAN JUAN COLLEGE                                                 ,NM,5,1,151,735,20.5,A,5,D,154,745,20.6,A,158,698,22.6,A,public,,False
1069,2656,NEW MEXICO MILITARY INSTITUTE                                    ,NM,5,1,15,78,19.2,A,5,D,7,56,12.5,A,7,44,15.9,A,public,,False
1068,2655,NEW MEXICO JUNIOR COLLEGE                                        ,NM,5,1,32,170,18.8,A,3,D,43,188,22.8,A,64,226,28.3,A,public,,False
1062,2643,UNION COUNTY COLLEGE                                             ,NJ,5,1,181,1288,14.0,P,3,D,145,1217,11.9,P,103,1078,9.5,P,public,,False
1052,2624,OCEAN COUNTY COLLEGE                                             ,NJ,5,1,197,1390,14.1,A,5,D,188,1365,13.7,A,133,1241,10.7,A,public,,False
1370,3155,EASTERN OKLAHOMA STATE COLLEGE                                   ,OK,5,1,103,437,23.5,A,5,D,96,419,22.9,A,90,347,25.9,A,public,,False
2116,5599,AUGUSTA TECHNICAL COLLEGE                                        ,GA,5,1,214,973,21.9,A,5,D,139,638,21.7,A,30,137,21.8,A,public,,False
1656,3574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT                            ,TX,5,1,93,527,17.6,A,3,D,134,645,20.7,A,113,578,19.5,A,public,,False
1661,3580,KILGORE COLLEGE                                                  ,TX,5,1,253,1399,18.0,A,5,D,284,1477,19.2,A,319,1473,21.6,A,public,,False
1927,3995,CENTRAL CAROLINA TECHNICAL COLLEGE                               ,SC,5,1,254,1313,19.3,A,5,D,301,1255,23.9,A,253,1027,24.6,A,public,,False
1925,3993,MIDLANDS TECHNICAL COLLEGE                                       ,SC,5,1,460,3886,11.8,A,5,D,643,4001,16.0,A,596,3672,16.2,A,public,,False
1924,3992,PIEDMONT TECHNICAL COLLEGE                                       ,SC,5,1,353,1658,21.2,A,5,D,352,1466,24.0,A,309,1239,24.9,A,public,,False
1923,3991,GREENVILLE TECHNICAL COLLEGE                                     ,SC,5,1,700,4282,16.3,A,5,D,863,4669,18.4,A,853,4522,18.8,A,public,,False
1922,3990,FLORENCE - DARLINGTON TECHNICAL COLLEGE                          ,SC,5,1,331,1645,20.1,A,5,D,380,1659,22.9,A,300,1358,22.0,A,public,,False
1911,3961,HARPER COLLEGE                                                   ,IL,5,1,127,1273,9.9,A,5,D,190,1464,12.9,A,217,1454,14.9,A,public,,False
1893,3931,NORTHWEST COLLEGE                                                ,WY,5,1,49,358,13.6,A,5,D,58,345,16.8,A,62,328,18.9,A,public,,False
1891,3929,EASTERN WYOMING COLLEGE                                          ,WY,5,1,28,183,15.3,A,5,D,19,172,11.0,A,27,185,14.5,A,public,,False
1890,3928,CASPER COLLEGE                                                   ,WY,5,1,69,477,14.4,A,5,D,111,531,20.9,A,115,529,21.7,A,public,,False
1869,3866,MILWAUKEE AREA TECHNICAL COLLEGE                                 ,WI,5,1,1545,6674,23.1,A,5,D,1216,6217,19.5,A,1186,5932,19.9,A,public,,False
1861,3840,WESTERN TECHNICAL COLLEGE                                        ,WI,5,1,256,1555,16.4,P,5,D,233,1601,14.5,P,203,1536,13.2,P,public,,False
1815,3782,LOWER COLUMBIA COLLEGE                                           ,WA,5,1,143,691,20.6,A,5,D,176,761,23.1,A,225,884,25.4,A,public,,False
1761,3707,RICHARD BLAND COLLEGE                                            ,VA,5,1,32,271,11.8,A,5,D,23,278,8.2,A,29,213,13.6,A,public,,False
1728,3668,WHARTON COUNTY JUNIOR COLLEGE                                    ,TX,5,1,126,944,13.3,A,5,D,170,1011,16.8,A,134,768,17.4,A,public,,False
1726,3664,WEATHERFORD COLLEGE                                              ,TX,5,1,30,621,4.8,A,5,D,45,632,7.1,A,55,621,8.8,A,public,,False
1724,3662,VICTORIA COLLEGE                                                 ,TX,5,1,90,483,18.6,A,3,D,77,514,14.9,A,80,460,17.3,A,public,,False
1704,3634,TEXAS STATE TECHNICAL COLLEGE                                    ,TX,5,1,308,3239,9.5,P,5,D,454,3694,12.2,P,463,2283,20.2,A,public,,False
1700,3628,TEXARKANA COLLEGE                                                ,TX,5,1,94,467,20.1,A,5,D,44,141,31.2,A,0,0,0.0,A,public,2012,False
1699,3627,TEMPLE COLLEGE                                                   ,TX,5,1,254,2008,12.6,A,5,D,229,1954,11.7,A,261,1685,15.4,A,public,,False
1698,3626,TARRANT COUNTY COLLEGE DISTRICT                                  ,TX,5,1,1146,5713,20.0,P,5,D,1000,5231,19.1,P,914,4472,20.4,P,public,,False
1688,3614,SOUTHWEST TEXAS JUNIOR COLLEGE                                   ,TX,5,1,30,415,7.2,A,3,D,48,396,12.1,A,72,431,16.7,A,public,,False
1685,3611,SOUTH PLAINS COLLEGE                                             ,TX,5,1,284,1713,16.5,A,3,D,295,1675,17.6,A,266,1767,15.0,A,public,,False
1682,3608,SAINT PHILIP'S COLLEGE                                           ,TX,5,1,93,751,12.3,A,2,D,119,765,15.5,A,149,976,15.2,A,public,,False
1679,3603,RANGER COLLEGE                                                   ,TX,5,1,58,414,14.0,P,5,D,63,364,17.3,P,26,175,14.8,P,public,,False
1677,3601,PARIS JUNIOR COLLEGE                                             ,TX,5,1,45,511,8.8,A,5,D,197,1270,15.5,A,203,961,21.1,A,public,,False
1676,3600,PANOLA COLLEGE                                                   ,TX,5,1,35,514,6.8,A,5,D,47,472,9.9,A,51,344,14.8,A,public,,False
1673,3596,ODESSA COLLEGE                                                   ,TX,5,1,31,248,12.5,A,3,D,44,238,18.4,A,41,237,17.2,A,public,,False
1671,3593,NAVARRO COLLEGE                                                  ,TX,5,1,697,3355,20.7,A,5,D,793,3352,23.6,A,713,3133,22.7,A,public,,False
1664,3583,LEE COLLEGE                                                      ,TX,5,1,43,436,9.8,A,5,D,136,651,20.8,A,142,621,22.8,A,public,,False
1931,4003,CENTRAL TEXAS COLLEGE DISTRICT                                   ,TX,5,1,294,1678,17.5,A,5,D,309,1744,17.7,A,332,1631,20.3,A,public,,False
2117,5601,ALBANY TECHNICAL COLLEGE                                         ,GA,5,1,443,1745,25.3,A,5,D,426,1737,24.5,A,361,1444,25.0,A,public,,False
2535,9163,SAN ANTONIO COLLEGE                                              ,TX,5,1,162,1357,11.9,A,3,D,211,1519,13.8,A,251,1583,15.8,A,public,,False
2119,5619,NORTH GEORGIA TECHNICAL COLLEGE                                  ,GA,5,1,75,304,24.6,A,5,D,58,229,25.3,A,14,55,25.4,A,public,,False
3015,20753,UNIVERSITY OF ARKANSAS - PULASKI TECHNICAL COLLEGE               ,AR,5,1,828,4587,18.0,A,5,D,854,4517,18.9,A,774,4110,18.8,A,public,,False
2980,20522,BLACK RIVER TECHNICAL COLLEGE                                    ,AR,5,1,106,679,15.6,A,5,D,168,751,22.3,A,176,724,24.3,A,public,,False
2938,12860,ARKANSAS NORTHEASTERN COLLEGE                                    ,AR,5,1,16,158,10.1,P,5,D,5,44,11.3,P,9,94,9.5,P,public,,False
2915,12550,LOS ANGELES MISSION COLLEGE                                      ,CA,5,1,28,200,14.0,A,3,D,20,173,11.5,A,21,128,16.4,A,public,,False
2908,12452,EVERGREEN VALLEY COLLEGE                                         ,CA,5,1,20,139,14.3,A,5,D,14,131,10.6,A,15,112,13.3,A,public,,False
2887,12261,NORTH ARKANSAS COLLEGE                                           ,AR,5,1,88,454,19.3,P,5,D,103,440,23.4,P,107,468,22.8,P,public,,False
2874,12105,NATIONAL PARK COLLEGE                                            ,AR,5,1,138,822,16.7,P,5,D,213,1106,19.2,P,250,960,26.0,P,public,,False
2851,11824,WISCONSIN INDIANHEAD TECHNICAL COLLEGE                           ,WI,5,1,141,1109,12.7,A,5,D,175,1209,14.4,A,196,1183,16.5,A,public,,False
2850,11820,SAN DIEGO MIRAMAR COLLEGE                                        ,CA,5,1,25,240,10.4,A,5,D,36,239,15.0,A,46,273,16.8,A,public,,False
2833,11672,MENDOCINO COLLEGE                                                ,CA,5,1,47,159,29.5,A,5,D,46,138,33.3,A,22,119,18.4,A,public,,False
2803,11145,LONE STAR COLLEGE SYSTEM                                         ,TX,5,1,1268,9748,13.0,A,3,D,1485,7753,19.1,A,1037,5798,17.8,A,public,,False
2802,11133,COLLEGE OF EASTERN IDAHO                                         ,ID,5,1,26,234,11.1,A,5,D,28,228,12.2,A,32,232,13.7,A,public,,False
3019,20774,NORTH LAKE COLLEGE                                               ,TX,5,1,73,506,14.4,A,5,D,91,528,17.2,A,54,445,12.1,A,public,,False
2795,11046,CENTRAL OHIO TECHNICAL COLLEGE                                   ,OH,5,1,357,1878,19.0,A,5,D,399,1895,21.0,A,407,1872,21.7,A,public,,False
2760,10736,MARION TECHNICAL COLLEGE                                         ,OH,5,1,104,564,18.4,A,5,D,115,569,20.2,A,150,674,22.2,A,public,,False
2737,10546,CENTURY COLLEGE                                                  ,MN,5,1,465,3304,14.0,P,5,D,426,3234,13.1,P,453,3330,13.6,P,public,,False
2729,10491,HENNEPIN TECHNICAL COLLEGE                                       ,MN,5,1,311,2117,14.6,A,5,D,313,2096,14.9,A,314,2108,14.8,A,public,,False
2727,10487,WEST GEORGIA TECHNICAL COLLEGE                                   ,GA,5,1,279,1211,23.0,P,5,D,180,884,20.3,P,44,213,20.6,P,public,,False
2716,10402,DAKOTA COUNTY TECHNICAL COLLEGE                                  ,MN,5,1,135,1083,12.4,A,5,D,111,1097,10.1,A,149,1081,13.7,A,public,,False
2705,10340,LOS MEDANOS COLLEGE                                              ,CA,5,1,4,53,7.5,A,5,D,7,54,12.9,A,19,117,16.2,B,public,,False
2689,10170,WESTERN DAKOTA TECHNICAL INSTITUTE                               ,SD,5,1,143,627,22.8,A,5,D,81,572,14.1,A,90,615,14.6,A,public,,False
2669,10060,VERNON COLLEGE                                                   ,TX,5,1,117,796,14.6,A,5,D,132,826,15.9,A,116,717,16.1,A,public,,False
2668,10056,AIKEN TECHNICAL COLLEGE                                          ,SC,5,1,62,416,14.9,A,5,D,54,307,17.5,A,13,88,14.7,A,public,,False
2663,10027,JAMES A. RHODES STATE COLLEGE                                    ,OH,5,1,225,1151,19.5,A,5,D,198,1185,16.7,A,230,1400,16.4,A,public,,False
2659,10014,GARRETT COLLEGE                                                  ,MD,5,1,57,246,23.1,A,5,D,63,251,25.0,A,51,213,23.9,A,public,,False
2652,9976,COLLEGE OF THE OUACHITAS                                         ,AR,5,1,38,208,18.2,A,5,D,29,198,14.6,A,30,215,13.9,A,public,,False
2779,10881,STARK STATE COLLEGE                                              ,OH,5,1,1492,5718,26.0,A,5,D,1652,6246,26.4,A,1866,6520,28.6,A,public,,False
2649,9941,BELMONT COLLEGE                                                  ,OH,5,1,171,727,23.5,A,5,D,209,804,25.9,A,264,1022,25.8,A,public,,False
3028,20870,OZARKA COLLEGE                                                   ,AR,5,1,69,544,12.6,A,5,D,97,581,16.6,A,87,451,19.2,A,public,,False
3077,21113,CUYAMACA COLLEGE                                                 ,CA,5,1,25,134,18.6,A,5,D,20,146,13.6,A,23,158,14.5,A,public,,False
4690,42118,COLLEGE OF WESTERN IDAHO                                         ,ID,5,1,686,3098,22.1,A,5,D,220,1107,19.8,A,859,3674,23.3,B,public,,False
4664,42034,ARKANSAS STATE UNIVERSITY - NEWPORT                              ,AR,5,1,8,51,15.6,A,5,D,463,4871,9.5,P,482,4719,10.2,P,public,,False
4582,41761,NORCO COLLEGE                                                    ,CA,5,1,7,66,10.6,A,5,D,1,50,2.0,A,154,1012,15.2,B,public,,False
4566,41735,MORENO VALLEY COLLEGE                                            ,CA,5,1,21,138,15.2,A,5,D,9,110,8.1,A,157,1031,15.2,B,public,,False
4303,41113,WEST HILLS COLLEGE LEMOORE                                       ,CA,5,1,39,163,23.9,A,5,D,30,146,20.5,A,24,125,19.2,A,public,,False
4188,38713,FOLSOM LAKE COLLEGE                                              ,CA,5,1,32,197,16.2,A,5,D,33,174,18.9,A,42,172,24.4,A,public,,False
4111,36957,SANTIAGO CANYON COLLEGE                                          ,CA,5,1,12,141,8.5,A,5,D,14,143,9.7,A,16,164,9.7,A,public,,False
4085,36273,LAMAR INSTITUTE OF TECHNOLOGY                                    ,TX,5,1,126,616,20.4,A,5,D,209,751,27.8,A,240,826,29.0,A,public,,False
4053,35424,COPPER MOUNTAIN COLLEGE                                          ,CA,5,1,36,123,29.2,A,5,D,39,140,27.8,A,33,128,25.7,A,public,,False
3988,33723,NORTHWEST VISTA COLLEGE                                          ,TX,5,1,118,906,13.0,A,5,D,99,769,12.8,A,82,713,11.5,A,public,,False
3908,31555,OCONEE FALL LINE TECHNICAL COLLEGE                               ,GA,5,1,52,249,20.8,P,5,D,46,222,20.7,P,1,9,11.1,P,public,,False
3861,31060,MISSOURI STATE UNIVERSITY - WEST PLAINS                          ,MO,5,1,84,528,15.9,A,5,D,87,482,18.0,A,101,532,18.9,A,public,,False
3053,21002,BROOKHAVEN COLLEGE                                               ,TX,5,1,70,639,10.9,A,5,D,90,592,15.2,A,83,603,13.7,A,public,,False
3856,31042,CAROLINAS COLLEGE OF HEALTH SCIENCES                             ,NC,5,1,8,236,3.3,A,5,D,5,131,3.8,A,1,147,0.6,A,public,,False
3776,30646,TEXAS SOUTHMOST COLLEGE                                          ,TX,5,1,393,3171,12.3,P,3,D,553,3541,15.6,P,525,3464,15.1,P,public,,False
3755,30357,LAS POSITAS COLLEGE                                              ,CA,5,1,10,85,11.7,A,5,D,13,90,14.4,A,13,106,12.2,A,public,,False
3743,30300,OGEECHEE TECHNICAL COLLEGE                                       ,GA,5,1,157,732,21.4,A,5,D,119,513,23.1,A,12,29,41.3,B,public,,False
3571,25395,IRVINE VALLEY COLLEGE                                            ,CA,5,1,21,133,15.7,A,5,D,19,149,12.7,A,14,156,8.9,A,public,,False
3494,23582,LAMAR STATE COLLEGE - ORANGE                                     ,TX,5,1,82,453,18.1,A,5,D,74,428,17.2,A,105,521,20.1,A,public,,False
3479,23485,LAMAR STATE COLLEGE - PORT ARTHUR                                ,TX,5,1,61,360,16.9,A,5,D,64,297,21.5,A,39,237,16.4,A,public,,False
3471,23413,PALO ALTO COLLEGE                                                ,TX,5,1,36,338,10.6,A,3,D,48,348,13.7,A,57,394,14.4,A,public,,False
3409,23108,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER                    ,PA,5,1,31,280,11.0,A,5,D,28,277,10.1,A,36,311,11.5,A,public,,False
3378,22884,GWINNETT TECHNICAL COLLEGE                                       ,GA,5,1,247,2089,11.8,A,5,D,179,1699,10.5,A,127,1282,9.9,A,public,,False
3302,22427,BERKELEY CITY COLLEGE                                            ,CA,5,1,21,139,15.1,A,5,D,20,123,16.2,A,12,107,11.2,A,public,,False
3275,22260,EAST LOS ANGELES COLLEGE                                         ,CA,5,1,46,290,15.8,A,3,D,45,316,14.2,A,29,215,13.4,A,public,,False
3093,21191,MISSION COLLEGE                                                  ,CA,5,1,15,119,12.6,A,5,D,16,121,13.2,A,13,101,12.8,A,public,,False
3781,30665,SOUTHEASTERN TECHNICAL COLLEGE                                   ,GA,5,1,122,442,27.6,P,5,D,115,437,26.3,P,45,154,29.2,P,public,,False
2641,9910,TECHNICAL COLLEGE OF THE LOWCOUNTRY - BEAUFORT CAMPUS            ,SC,5,1,42,269,15.6,A,5,D,50,349,14.3,A,38,266,14.2,A,public,,False
2621,9767,OLIVE-HARVEY COLLEGE                                             ,IL,5,1,182,712,25.5,A,5,D,110,466,23.6,A,29,210,13.8,A,public,,False
2614,9744,FOX VALLEY TECHNICAL COLLEGE                                     ,WI,5,1,501,2657,18.8,P,5,D,499,2763,18.0,P,385,2491,15.4,P,public,,False
2324,7536,COSUMNES RIVER COLLEGE                                           ,CA,5,1,124,529,23.4,A,5,D,106,573,18.4,A,122,488,25.0,A,public,,False
2295,7350,ANOKA TECHNICAL COLLEGE                                          ,MN,5,1,126,888,14.1,A,5,D,142,939,15.1,A,137,941,14.5,A,public,,False
2287,7289,CENTRAL WYOMING COLLEGE                                          ,WY,5,1,12,230,5.2,A,5,D,22,284,7.7,A,58,303,19.1,A,public,,False
2285,7283,CENTRAL ARIZONA COLLEGE                                          ,AZ,5,1,227,1008,22.5,A,3,D,268,1154,23.2,A,206,841,24.4,A,public,,False
2280,7265,CARL SANDBURG COLLEGE                                            ,IL,5,1,36,225,16.0,A,5,D,20,175,11.4,A,19,208,9.1,A,public,,False
2263,7119,REND LAKE COLLEGE                                                ,IL,5,1,64,440,14.5,A,5,D,68,499,13.6,A,63,513,12.2,A,public,,False
2262,7118,PARKLAND COLLEGE                                                 ,IL,5,1,506,1987,25.4,P,5,D,444,1827,24.3,P,423,1927,21.9,P,public,,False
2261,7115,MOORPARK COLLEGE                                                 ,CA,5,1,42,286,14.6,A,5,D,43,365,11.7,A,20,248,8.0,A,public,,False
2255,7096,COLLEGE OF THE MAINLAND                                          ,TX,5,1,32,217,14.7,A,5,D,42,206,20.3,A,15,108,13.8,A,public,,False
2251,7047,LOS ANGELES SOUTHWEST COLLEGE                                    ,CA,5,1,31,113,27.4,A,5,D,15,80,18.7,A,19,79,24.0,A,public,,False
2242,6973,CANADA COLLEGE                                                   ,CA,5,1,13,86,15.1,A,5,D,17,88,19.3,A,7,65,10.7,A,public,,False
2232,6911,MONTGOMERY COLLEGE                                               ,MD,5,1,278,2374,11.7,P,5,D,179,1869,9.5,P,163,1643,9.9,P,public,,False
2330,7570,HELENA COLLEGE UNIVERSITY OF MONTANA                             ,MT,5,1,79,548,14.4,A,5,D,68,550,12.3,A,70,457,15.3,A,public,,False
2231,6901,ROWAN COLLEGE AT GLOUCESTER COUNTY                               ,NJ,5,1,103,807,12.7,A,5,D,92,768,11.9,A,66,714,9.2,A,public,,False
2219,6815,ORANGEBURG - CALHOUN TECHNICAL COLLEGE                           ,SC,5,1,97,698,13.8,A,5,D,122,664,18.3,A,177,714,24.7,A,public,,False
2201,6753,ILLINOIS CENTRAL COLLEGE                                         ,IL,5,1,180,1172,15.3,A,5,D,247,1358,18.1,A,376,1869,20.1,A,public,,False
2197,6720,COLLEGE OF ALAMEDA                                               ,CA,5,1,9,58,15.5,A,5,D,5,51,9.8,A,7,40,17.5,A,public,,False
2181,6656,COLLEGE OF DU PAGE                                               ,IL,5,1,540,3287,16.4,P,5,D,494,3127,15.7,P,311,2356,13.2,P,public,,False
2134,6165,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH          ,CA,5,1,3,58,5.1,A,5,D,1,60,1.6,A,1,71,1.4,A,public,,False
2132,5763,CENTRAL GEORGIA TECHNICAL COLLEGE                                ,GA,5,1,507,2063,24.5,P,5,D,306,1191,25.6,P,58,266,21.8,P,public,,False
2130,5759,NORTHWEST TECHNICAL COLLEGE - BEMIDJI                            ,MN,5,1,58,419,13.8,A,5,D,62,465,13.3,A,86,518,16.6,A,public,,False
2129,5757,LAKE SUPERIOR COLLEGE                                            ,MN,5,1,282,1679,16.7,A,5,D,254,1708,14.8,A,230,1545,14.8,A,public,,False
2124,5707,SOUTHEAST ARKANSAS COLLEGE                                       ,AR,5,1,57,392,14.5,A,5,D,124,487,25.4,A,94,352,26.7,A,public,,False
2122,5624,COLUMBUS TECHNICAL COLLEGE                                       ,GA,5,1,164,846,19.3,A,5,D,101,523,19.3,A,2,12,16.6,B,public,,False
2121,5622,GEORGIA PIEDMONT TECHNICAL COLLEGE                               ,GA,5,1,189,906,20.8,A,5,D,30,167,17.9,A,0,0,0.0,A,public,2012,False
2120,5621,SOUTHERN CRESCENT TECHNICAL COLLEGE                              ,GA,5,1,178,1015,17.5,P,5,D,119,670,17.7,P,17,135,12.5,P,public,,False
2227,6865,CAMDEN COUNTY COLLEGE                                            ,NJ,5,1,312,1852,16.8,A,5,D,287,1745,16.4,A,283,1941,14.5,A,public,,False
2336,7598,HOCKING TECHNICAL COLLEGE                                        ,OH,5,1,489,2201,22.2,A,5,D,501,2282,21.9,A,699,2958,23.6,A,public,,False
2344,7644,LAKE LAND COLLEGE                                                ,IL,5,1,121,600,20.1,A,5,D,94,498,18.8,A,95,540,17.5,A,public,,False
2348,7669,SOUTHWEST WISCONSIN TECHNICAL COLLEGE                            ,WI,5,1,69,524,13.1,A,5,D,88,515,17.0,A,72,570,12.6,A,public,,False
2586,9549,WESTERN TEXAS COLLEGE                                            ,TX,5,1,31,194,15.9,A,5,D,23,147,15.6,A,29,157,18.4,A,public,,False
2555,9314,GREAT FALLS COLLEGE MONTANA STATE UNIVERSITY                     ,MT,5,1,132,754,17.5,A,5,D,112,719,15.5,A,136,756,17.9,A,public,,False
2547,9256,MORAINE PARK TECHNICAL COLLEGE                                   ,WI,5,1,127,965,13.1,A,5,D,118,953,12.3,A,126,1017,12.3,A,public,,False
2539,9194,LAKESHORE TECHNICAL COLLEGE                                      ,WI,5,1,94,674,13.9,P,5,D,85,694,12.2,P,85,689,12.3,P,public,,False
2536,9185,ROSE STATE COLLEGE                                               ,OK,5,1,294,1725,17.0,A,5,D,359,2132,16.8,A,304,1807,16.8,A,public,,False
1046,2615,MIDDLESEX COUNTY COLLEGE                                         ,NJ,5,1,114,1087,10.4,A,5,D,106,1128,9.3,A,64,1029,6.2,A,public,,False
2509,8918,SADDLEBACK COLLEGE                                               ,CA,5,1,39,323,12.0,A,5,D,37,341,10.8,A,34,306,11.1,A,public,,False
2505,8903,COLLEGE OF THE CANYONS                                           ,CA,5,1,88,595,14.7,A,5,D,107,702,15.2,A,84,618,13.5,A,public,,False
2495,8862,EAST CENTRAL COLLEGE                                             ,MO,5,1,131,689,19.0,A,5,D,139,665,20.9,A,133,648,20.5,A,public,,False
